Time,Longitude,Latitude,Altitude
2022-07-17T19:01:01.000,-115.177295,36.241064000000016,4365
2022-07-17T19:01:02.000,-115.17749525202954,36.24032271057368,4352.19047619048
2022-07-17T19:01:03.000,-115.17772825162265,36.2395941077858,4339.38095238095
2022-07-17T19:01:04.000,-115.17794890670295,36.23886534490665,4326.57142857143
2022-07-17T19:01:05.000,-115.17817847510437,36.23813848001956,4313.76190476191
2022-07-17T19:01:06.000,-115.1784221530812,36.23741464712389,4300.95238095238
2022-07-17T19:01:07.000,-115.17863811356747,36.23668483340772,4288.14285714286
2022-07-17T19:01:08.000,-115.17887493044186,36.23595877002096,4275.33333333333
2022-07-17T19:01:09.000,-115.17904847303701,36.23522042791669,4262.52380952381
2022-07-17T19:01:10.000,-115.17924078593425,36.23448231137057,4249.71428571429
2022-07-17T19:01:11.000,-115.17944478617038,36.2337433998378,4236.90476190476
2022-07-17T19:01:12.000,-115.1795898287947,36.23299417277896,4224.09523809524
2022-07-17T19:01:13.000,-115.17981544358908,36.2322588828558,4211.28571428572
2022-07-17T19:01:14.000,-115.18000049533916,36.231516471327986,4198.47619047619
2022-07-17T19:01:15.000,-115.18025526625324,36.23078940432898,4185.66666666667
2022-07-17T19:01:16.000,-115.1805018082866,36.23006297724699,4172.85714285714
2022-07-17T19:01:17.000,-115.18077643556941,36.229341416222084,4160.04761904762
2022-07-17T19:01:18.000,-115.18109535909342,36.22863248021202,4147.2380952381
2022-07-17T19:01:19.000,-115.1814138497073,36.22792446765881,4134.42857142857
2022-07-17T19:01:20.000,-115.18174968633727,36.227222919468545,4121.61904761905
2022-07-17T19:01:21.000,-115.18211207343317,36.226531500979384,4108.80952380952
2022-07-17T19:01:22.000,-115.18247195755467,36.22583966048392,4096
2022-07-17T19:01:23.000,-115.18282507373019,36.22514526065213,4083.19047619048
2022-07-17T19:01:24.000,-115.18322201595365,36.22446854808417,4070.38095238095
2022-07-17T19:01:25.000,-115.18362202765178,36.223789108665834,4057.57142857143
2022-07-17T19:01:26.000,-115.18406091463818,36.22312437860546,4044.76190476191
2022-07-17T19:01:27.000,-115.18451405986987,36.222467823478276,4031.95238095238
2022-07-17T19:01:28.000,-115.18494072829405,36.22180018315318,4019.14285714286
2022-07-17T19:01:29.000,-115.18537922472957,36.221142629434716,4006.33333333333
2022-07-17T19:01:30.000,-115.18583640215087,36.22049701141213,3993.52380952381
2022-07-17T19:01:31.000,-115.18628450848125,36.21985664670453,3980.71428571429
2022-07-17T19:01:32.000,-115.1867442172297,36.219230625017516,3967.90476190476
2022-07-17T19:01:33.000,-115.1872230460698,36.21862262441498,3955.09523809524
2022-07-17T19:01:34.000,-115.1876970490156,36.21801678042977,3942.28571428571
2022-07-17T19:01:35.000,-115.1882046783053,36.21743757661904,3929.47619047619
2022-07-17T19:01:36.000,-115.18870748790226,36.21685890580793,3916.66666666667
2022-07-17T19:01:37.000,-115.18921796860047,36.216288031452464,3903.85714285714
2022-07-17T19:01:38.000,-115.18973572001856,36.21572470471674,3891.04761904762
2022-07-17T19:01:39.000,-115.19026510084979,36.21517689918547,3878.2380952381
2022-07-17T19:01:40.000,-115.19077702243762,36.214621977586006,3865.42857142857
2022-07-17T19:01:41.000,-115.19129372348691,36.21407333638583,3852.61904761905
2022-07-17T19:01:42.000,-115.19182074577499,36.213535348635716,3839.80952380952
2022-07-17T19:01:43.000,-115.19233055870245,36.2129893871698,3827
2022-07-17T19:01:44.000,-115.19284808659083,36.212451491866545,3814.19047619048
2022-07-17T19:01:45.000,-115.19338417358553,36.21192517902515,3801.38095238095
2022-07-17T19:01:46.000,-115.19389162498398,36.2113822932895,3788.57142857143
2022-07-17T19:01:47.000,-115.19443444535797,36.210866581762396,3775.7619047619
2022-07-17T19:01:48.000,-115.19497391026842,36.21035206426103,3762.95238095238
2022-07-17T19:01:49.000,-115.19553857830161,36.209859822781794,3750.14285714286
2022-07-17T19:01:50.000,-115.19610693040264,36.209377000977526,3737.33333333333
2022-07-17T19:01:51.000,-115.1966568946884,36.20889048470282,3724.52380952381
2022-07-17T19:01:52.000,-115.19719876376189,36.20841313552646,3711.71428571429
2022-07-17T19:01:53.000,-115.19774313208853,36.20794932972002,3698.90476190476
2022-07-17T19:01:54.000,-115.19821619260206,36.207448608982,3686.09523809524
2022-07-17T19:01:55.000,-115.19870428578584,36.206965554316,3673.28571428572
2022-07-17T19:01:56.000,-115.19910812287742,36.20643921800147,3660.47619047619
2022-07-17T19:01:57.000,-115.1995182102271,36.20592198139751,3647.66666666667
2022-07-17T19:01:58.000,-115.19985448571677,36.20537388530856,3634.85714285714
2022-07-17T19:01:59.000,-115.20015895982762,36.204817397149945,3622.04761904762
2022-07-17T19:02:00.000,-115.2003962058558,36.20424189162813,3609.2380952381
2022-07-17T19:02:01.000,-115.20061442863614,36.20366241320092,3596.42857142857
2022-07-17T19:02:02.000,-115.20074800109323,36.20306623743163,3583.61904761905
2022-07-17T19:02:03.000,-115.20082262774218,36.20246780875368,3570.80952380952
2022-07-17T19:02:04.000,-115.2008654399832,36.201871802228155,3558
2022-07-17T19:02:05.000,-115.20085600000131,36.20128014936077,3545.19047619048
2022-07-17T19:02:06.000,-115.20082139595854,36.20069361689207,3532.38095238095
2022-07-17T19:02:07.000,-115.2007421296418,36.20011408919678,3519.57142857143
2022-07-17T19:02:08.000,-115.20059556467919,36.199548286862964,3506.7619047619
2022-07-17T19:02:09.000,-115.20043393381866,36.198989612588804,3493.95238095238
2022-07-17T19:02:10.000,-115.20027361288334,36.19843545807833,3481.14285714286
2022-07-17T19:02:11.000,-115.20011460181878,36.19788582333777,3468.33333333333
2022-07-17T19:02:12.000,-115.19988877479203,36.19736235680851,3455.52380952381
2022-07-17T19:02:13.000,-115.19955020654258,36.196879652158685,3442.71428571429
2022-07-17T19:02:14.000,-115.19921447321242,36.19640098253932,3429.90476190476
2022-07-17T19:02:15.000,-115.19887255026435,36.19593074822616,3417.09523809524
2022-07-17T19:02:16.000,-115.19851429884052,36.19547389279443,3404.28571428572
2022-07-17T19:02:17.000,-115.19815912398826,36.19502095443508,3391.47619047619
2022-07-17T19:02:18.000,-115.19780702560175,36.19457193317578,3378.66666666667
2022-07-17T19:02:19.000,-115.19745797980018,36.194126841380424,3365.85714285714
2022-07-17T19:02:20.000,-115.19710853990287,36.19368746735869,3353.04761904762
2022-07-17T19:02:21.000,-115.19676220721398,36.19325199439825,3340.2380952381
2022-07-17T19:02:22.000,-115.19641898163071,36.19282042252631,3327.42857142857
2022-07-17T19:02:23.000,-115.19607713663639,36.192393669254045,3314.61904761905
2022-07-17T19:02:24.000,-115.19573209437337,36.19197416739532,3301.80952380952
2022-07-17T19:02:25.000,-115.19539023290906,36.19155852736324,3289
2022-07-17T19:02:26.000,-115.19505155214308,36.1911467491853,3276.19047619048
2022-07-17T19:02:27.000,-115.19471605197597,36.19073883288877,3263.38095238095
2022-07-17T19:02:28.000,-115.19438373230919,36.19033477850064,3250.57142857143
2022-07-17T19:02:29.000,-115.19405418541851,36.189934807009315,3237.76190476191
2022-07-17T19:02:30.000,-115.19372685566908,36.18953921957908,3224.95238095238
2022-07-17T19:02:31.000,-115.19340271949834,36.18914748688714,3212.14285714286
2022-07-17T19:02:32.000,-115.1930817768112,36.188759608959685,3199.33333333333
2022-07-17T19:02:33.000,-115.19276368223656,36.18837577399779,3186.52380952381
2022-07-17T19:02:34.000,-115.19244810157775,36.187996164111205,3173.71428571429
2022-07-17T19:02:35.000,-115.19213252395149,36.187616553385666,3160.90476190476
2022-07-17T19:02:36.000,-115.19181694935776,36.1872369418212,3148.09523809524
2022-07-17T19:02:37.000,-115.19150137779646,36.18685732941784,3135.28571428571
2022-07-17T19:02:38.000,-115.1911637409623,36.186491559864386,3122.47619047619
2022-07-17T19:02:39.000,-115.19078962103409,36.186148677484894,3109.66666666667
2022-07-17T19:02:40.000,-115.19041550435989,36.185805793934925,3096.85714285714
2022-07-17T19:02:41.000,-115.18994473425175,36.18556878952721,3084.04761904762
2022-07-17T19:02:42.000,-115.18943088869163,36.185378971937844,3071.2380952381
2022-07-17T19:02:43.000,-115.18891018692753,36.18520412866911,3058.42857142857
